Subject1

  TIME    TORQUE   POSITION    POS (ANAT)    VELOCITY
   840    -108.1      207.2           45       -179.7
   850    -106.2      209.0           47       -179.7
   860    -104.4      210.8           48       -179.9
   870    -103.3      212.6           50       -179.7
   880    -103.2      214.4           52       -179.4
   890    -101.6      216.2           54       -179.4
   900     -99.7      218.0           56       -179.4
   910     -97.4      219.8           57       -179.4
   920     -93.7      221.6           59       -179.4
   930     -90.4      223.3           61       -179.1
   940     -88.4      225.1           63       -179.1
   950     -85.8      226.9           64       -179.4
   960     -83.3      228.7           66       -179.4
   970     -80.3      230.5           68       -179.1
   980     -76.6      232.3           70       -178.9
   990     -73.5      234.1           72       -178.9
  1000     -70.1      235.9           73       -179.1
  1010     -66.9      237.7           75       -179.1
  1020     -63.7      239.5           77       -179.1
  1030     -60.7      241.3           79       -178.9
  1040     -57.8      243.1           81       -179.4
  1050     -55.3      244.9           82       -179.1
  1060     -52.3      246.6           84       -161.0
  1070     -66.4      248.2           86       -133.6
  1080     -78.6      249.4           87       -113.6
  1090     -88.8      250.3           88        -86.5
  1100     -81.5      251.0           89        -58.8
  1110     -61.6      251.5           89        -48.9
  1120     -46.0      251.9           89        -32.2
  1130     -36.5      252.2           90        -26.6
  1140     -32.5      252.4           90        -17.8
  1150     -30.2      252.6           90        -16.7
  1160     -27.7      252.7           90        -11.4
  1170     -22.9      252.8           90         -7.7
  1180     -16.1      252.9           90         -6.9
  1190      -9.6      252.9           90         -4.5
  1200      -2.6      253.0           91         -3.4
  1210       0.0      253.0           91         -2.3
  1220       0.0      253.0           91         -1.3
  1230       4.7      253.0           91         -0.5
  1240      67.3      253.0           91          6.3
  1250      78.1      252.7           90         31.4
  1260     103.3      252.1           90         79.8
  1270      82.4      251.0           89        121.1
  1280      58.9      249.5           87        146.6
  1290      58.6      247.7           85        192.4
  1300      84.5      245.9           83        194.0
  1310     111.6      244.1           82        178.6
  1320     126.2      242.3           80        179.4
  1330     129.9      240.5           78        179.9
  1340     129.5      238.7           76        179.9
  1350     126.1      236.9           74        180.2
  1360     123.5      235.1           73        180.2
  1370     124.9      233.3           71        179.7
  1380     130.9      231.5           69        179.7
  1390     137.0      229.7           67        180.2
  1400     141.6      227.9           65        181.0
  1410     147.7      226.1           64        180.7
  1420     153.0      224.3           62        180.7
  1430     156.3      222.5           60        180.7
  1440     157.0      220.7           58        181.0
  1450     155.3      218.9           56        181.2
  1460     153.1      217.1           55        181.2
  1470     150.5      215.3           53        180.7
  1480     148.1      213.4           51        180.2
  1490     146.2      211.6           49        180.7
  1500     145.4      209.8           47        180.7
  1510     146.4      208.0           46        180.7
  1520     145.6      206.2           44        180.2
  1530     141.0      204.4           42        179.9
  1540     134.1      202.6           40        179.9
  1550     127.5      200.8           38        179.9
  1560     122.7      199.0           37        180.2
  1570     119.1      197.2           35        179.7
  1580     115.3      195.4           33        179.4
  1590     110.6      193.6           31        179.7
  1600     104.5      191.9           29        179.1
  1610      98.7      190.1           28        179.1
  1620      92.3      188.3           26        178.6
  1630      85.0      186.5           24        178.6
  1640      78.5      184.7           22        178.9
  1650      73.4      182.9           20        179.1
  1660      68.2      181.1           19        178.9
  1670      61.3      179.3           17        178.6
  1680      55.3      177.5           15        178.9
  1690      49.6      175.8           13        178.6
  1700      43.0      174.0           12        178.6
  1710      35.7      172.2           10        176.5
  1720      46.1      170.8            8        138.4
  1730      53.7      169.6            7        114.7
  1740      49.9      168.8            6         79.8
  1750      34.3      168.2            6         60.1
  1760      17.4      167.7            5         44.9
  1770       3.9      167.3            5         36.4
  1780      -2.6      167.0            5         24.7
  1790     -12.5      166.8            4         19.7
  1800     -30.9      166.7            4          9.0
  1810     -33.4      166.7            4         -5.5
  1820     -39.7      166.9            4        -25.0
  1830     -40.5      167.3            5        -48.1
  1840     -34.8      167.9            5        -72.6
  1850     -33.4      168.8            6        -94.5
  1860     -37.7      169.7            7       -104.6
  1870     -42.0      170.9            8       -112.8
  1880     -47.5      172.4           10       -163.4
  1890     -52.9      174.1           12       -190.6
  1900     -66.2      175.8           13       -175.9
  1910     -77.6      177.6           15       -176.5
  1920     -89.6      179.4           17       -177.0
  1930     -95.9      181.2           19       -178.1
  1940     -96.4      182.9           20       -179.1
  1950     -91.5      184.7           22       -179.1
  1960     -87.5      186.5           24       -179.1
  1970     -88.3      188.3           26       -178.9
  1980     -91.4      190.1           28       -179.4
  1990     -95.9      191.9           29       -179.9
  2000     -99.0      193.7           31       -180.2
  2010    -102.5      195.5           33       -180.2
  2020    -104.5      197.3           35       -179.9
  2030    -105.9      199.1           37       -179.9
  2040    -106.6      200.9           38       -180.2
  2050    -107.0      202.7           40       -180.2
  2060    -106.7      204.5           42       -180.2
  2070    -107.1      206.3           44       -179.9
  2080    -107.3      208.1           46       -179.9
  2090    -107.3      209.9           47       -180.2
  2100    -106.4      211.7           49       -180.2
  2110    -106.0      213.5           51       -180.2
  2120    -105.5      215.3           53       -179.7
  2130    -105.0      217.1           55       -179.9
  2140    -102.8      218.9           56       -179.7
  2150     -99.8      220.7           58       -179.9
  2160     -96.5      222.5           60       -179.4
  2170     -94.5      224.3           62       -179.1
  2180     -93.2      226.1           64       -179.1
  2190     -91.3      227.9           65       -179.7
  2200     -88.5      229.7           67       -179.4
  2210     -86.4      231.5           69       -179.1
  2220     -83.7      233.3           71       -179.1
  2230     -80.3      235.1           73       -179.1
  2240     -77.3      236.9           74       -179.4
  2250     -74.7      238.7           76       -179.1
  2260     -71.9      240.4           78       -179.1
  2270     -69.2      242.2           80       -179.1
  2280     -66.9      244.0           82       -179.4
  2290     -63.3      245.8           83       -179.1
  2300     -65.2      247.6           85       -185.5
  2310     -82.4      248.9           86       -129.1
  2320     -96.3      249.9           87        -97.7
  2330     -95.9      250.7           88        -66.2
  2340     -80.1      251.3           89        -55.6
  2350     -62.0      251.8           89        -44.7
  2360     -51.4      252.1           90        -29.8
  2370     -47.9      252.3           90        -24.4
  2380     -48.8      252.5           90        -17.0
  2390     -48.4      252.6           90        -12.7
  2400     -43.4      252.7           90         -8.7
  2410     -33.2      252.8           90         -7.7
  2420     -22.5      252.9           90         -5.0
  2430     -12.6      252.9           90         -2.9
  2440      -4.1      252.9           90         -2.6
  2450       0.0      252.9           90         -1.5
  2460      -3.7      253.0           91         -0.7
  2470       1.2      253.0           91         -0.5
  2480      27.9      253.0           91          0.7
  2490      71.1      252.9           90         16.2
  2500      86.2      252.5           90         46.3
  2510      92.6      251.7           89         87.0
  2520      68.1      250.5           88        117.9
  2530      47.3      248.9           86        181.0
  2540      61.0      247.2           85        175.1
  2550      95.9      245.4           83        194.8
  2560     118.2      243.6           81        179.4
  2570     127.2      241.8           79        179.9
  2580     125.4      240.0           78        179.7
  2590     121.0      238.2           76        179.4
  2600     119.9      236.4           74        179.9
  2610     123.9      234.6           72        180.2
  2620     127.7      232.8           70        179.9
  2630     131.8      231.0           69        179.9
  2640     136.0      229.2           67        179.9
  2650     141.2      227.4           65        181.0
  2660     148.9      225.6           63        180.4
  2670     154.0      223.8           61        181.0
  2680     155.9      222.0           60        181.0
  2690     155.5      220.1           58        181.0
  2700     152.7      218.3           56        181.2
  2710     150.7      216.5           54        181.0
  2720     148.6      214.7           52        180.7
  2730     147.3      212.9           50        179.9
  2740     146.6      211.1           49        180.7
  2750     145.1      209.3           47        180.7
  2760     145.4      207.5           45        180.4
  2770     142.8      205.7           43        180.2
  2780     137.5      203.9           41        180.2
  2790     132.3      202.1           40        179.4
  2800     127.5      200.3           38        180.2
  2810     123.5      198.5           36        179.9
  2820     120.5      196.7           34        179.7
  2830     116.3      194.9           32        179.4
  2840     111.1      193.1           31        179.4
  2850     104.1      191.3           29        179.1
  2860      98.3      189.5           27        178.6
  2870      91.5      187.7           25        178.9
  2880      84.6      185.9           23        178.6
  2890      79.3      184.2           22        178.6
  2900      74.3      182.4           20        179.1
  2910      69.2      180.6           18        178.9
  2920      63.6      178.8           16        178.6
  2930      57.8      177.0           15        178.9
  2940      51.9      175.2           13        178.9
  2950      46.9      173.4           11        178.6
  2960      47.2      171.7            9        185.8
  2970      61.7      170.4            8        127.5
  2980      74.9      169.3            7        106.2
  2990      66.6      168.6            6         73.7
  3000      46.9      168.0            6         55.1
  3010      28.6      167.5            5         40.7
  3020      13.3      167.2            5         30.0
  3030       4.7      167.0            5         20.2
  3040      -1.1      166.8            4         16.7
  3050      -3.5      166.6            4         11.4
  3060      -8.9      166.5            4          9.5
  3070     -21.6      166.5            4          2.6
  3080     -23.5      166.5            4         -6.9
  3090     -29.3      166.7            4        -18.6
  3100     -35.5      167.0            5        -38.3
  3110     -37.8      167.5            5        -58.8
  3120     -38.2      168.2            6        -83.0
  3130     -40.8      169.1            7        -96.1
  3140     -44.2      170.2            8       -107.5
  3150     -48.1      171.6            9       -129.6
  3160     -50.6      173.3           11       -168.7
  3170     -62.8      175.1           13       -175.7
  3180     -75.1      176.8           14       -177.0
  3190     -90.0      178.6           16       -177.3
  3200     -99.1      180.4           18       -178.6
  3210    -101.4      182.2           20       -179.7
  3220     -97.0      184.0           22       -179.7
  3230     -92.1      185.8           23       -179.4
  3240     -91.5      187.6           25       -179.1
  3250     -93.6      189.4           27       -179.4
  3260     -97.0      191.2           29       -179.9
  3270     -99.4      193.0           31       -180.2
  3280    -101.0      194.8           32       -180.4
  3290    -103.6      196.6           34       -179.9
  3300    -105.2      198.4           36       -179.9
  3310    -107.5      200.2           38       -180.2
  3320    -109.0      202.0           40       -180.2
  3330    -109.3      203.8           41       -180.4
  3340    -108.5      205.6           43       -180.2
  3350    -107.0      207.4           45       -179.9
  3360    -105.8      209.2           47       -180.2
  3370    -105.0      211.0           49       -180.2
  3380    -104.3      212.8           50       -180.2
  3390    -104.1      214.6           52       -179.7
  3400    -103.5      216.4           54       -179.7
  3410    -101.4      218.2           56       -179.9
  3420     -99.3      220.0           58       -179.9
  3430     -96.4      221.8           59       -179.9
  3440     -93.7      223.6           61       -179.7
  3450     -91.7      225.4           63       -179.4
  3460     -89.8      227.2           65       -179.1
  3470     -87.1      229.0           67       -179.4
  3480     -84.5      230.8           68       -179.4
  3490     -81.5      232.6           70       -178.9
  3500     -77.8      234.3           72       -179.4
  3510     -74.7      236.1           74       -179.4
  3520     -71.5      237.9           75       -179.4
  3530     -68.2      239.7           77       -179.1
  3540     -64.7      241.5           79       -179.1
  3550     -61.7      243.3           81       -179.1
  3560     -59.0      245.1           83       -179.1
  3570     -57.0      246.8           84       -160.7
  3580     -75.1      248.4           86       -142.4
  3590     -88.0      249.5           87       -109.6
  3600     -95.9      250.4           88        -83.0
  3610     -86.0      251.1           89        -57.2
  3620     -65.9      251.6           89        -50.0
  3630     -51.4      252.0           90        -33.8
  3640     -44.5      252.2           90        -22.3
  3650     -44.7      252.4           90        -20.7
  3660     -46.4      252.6           90        -14.6
  3670     -44.5      252.7           90        -11.7
  3680     -37.6      252.8           90         -7.9
  3690     -27.3      252.9           90         -5.3
  3700     -16.7      252.9           90         -4.2
  3710      -8.4      252.9           90         -2.6
  3720      -1.4      253.0           91         -1.8
  3730       0.0      253.0           91         -1.0
  3740      -2.2      253.0           91         -0.7
  3750       0.7      253.0           91         -0.2
  3760      55.2      253.0           91          2.6
  3770      75.8      252.8           90         27.9
